"authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Affiliations","authors_with_affiliations","Correspondence Address","Editors","Publisher","ISSN","ISBN","CODEN","PubMed ID","Language of Original Document","Abbreviated Source Title","Document Type","Publication Stage","Open Access","Source","EID"
"Tiwari, A.; Saran, S.; Avishek, K.","Tiwari, Amrapali (57641298300); Saran, Sameer (7003795359); Avishek, Kirti (26428677200)","57641298300; 7003795359; 26428677200","A Scoping Review of Modelling Techniques for Ecological Connectivity in Heterogeneous Landscape","2023","Journal of the Indian Society of Remote Sensing","51","11","","2143","2158","2","10.1007/s12524-023-01758-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85173921791&doi=10.1007%2Fs12524-023-01758-1&partnerID=40&md5=65dcae47472fc56ab79b50795e24d565","National Remote Sensing Centre, New Delhi, India; Department of Civil & Environmental Engineering, Birla Institute of Technology, Mesra, Ranchi, JH, India","Tiwari, Amrapali, National Remote Sensing Centre, New Delhi, India, Department of Civil & Environmental Engineering, Birla Institute of Technology, Mesra, Ranchi, JH, India; Saran, Sameer, National Remote Sensing Centre, New Delhi, India; Avishek, Kirti, Department of Civil & Environmental Engineering, Birla Institute of Technology, Mesra, Ranchi, JH, India","A. Tiwari; Regional Remote Sensing Centre - North, National Remote Sensing Centre, Delhi, India; email: tiwariamrapali61294@gmail.com","","Springer","0255660X","","","","English","J. Ind. Soc. Remote Sens.","Review","Final","","Scopus","2-s2.0-85173921791"
"Lee, D.-Y.; Lee, D.-S.; Cha, Y.; Min, J.-H.; Park, Y.-S.","Lee, Dayeong (57204591863); Lee, Dae-seong (57197855490); Cha, Yoonkyung (35781762300); Min, Joonghyuk (7201920064); Park, Young-Seuk (16177785300)","57204591863; 57197855490; 35781762300; 7201920064; 16177785300","Data-driven models for predicting community changes in freshwater ecosystems: A review","2023","Ecological Informatics","77","","102163","","","22","10.1016/j.ecoinf.2023.102163","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85163820053&doi=10.1016%2Fj.ecoinf.2023.102163&partnerID=40&md5=569a4f81b72255813a9359ff25a732ea","Department of Biology, Kyung Hee University, Seoul, South Korea; School of Environmental Engineering, University of Seoul, Seoul, South Korea; National Institute of Environmental Research, Icheon, Gyeonggi-do, South Korea","Lee, Dayeong, Department of Biology, Kyung Hee University, Seoul, South Korea; Lee, Dae-seong, Department of Biology, Kyung Hee University, Seoul, South Korea; Cha, Yoonkyung, School of Environmental Engineering, University of Seoul, Seoul, South Korea; Min, Joonghyuk, National Institute of Environmental Research, Icheon, Gyeonggi-do, South Korea; Park, Young-Seuk, Department of Biology, Kyung Hee University, Seoul, South Korea","D.-S. Lee; Department of Biology, Kyung Hee University, Seoul, 02447, South Korea; email: dleotjd520@khu.ac.kr","","Elsevier B.V.","15749541","","","","English","Ecol. Informatics","Review","Final","","Scopus","2-s2.0-85163820053"
"Hirschmugl, M.; Sobe, C.; Di Filippo, A.; Berger, V.; Kirchmeir, H.; Vandekerkhove, K.","Hirschmugl, Manuela (21233493000); Sobe, Carina (57196245547); Di Filippo, Alfredo (56264846900); Berger, Vanessa (57226545680); Kirchmeir, Hanns (55905315600); Vandekerkhove, Kris (6602992262)","21233493000; 57196245547; 56264846900; 57226545680; 55905315600; 6602992262","Review on the Possibilities of Mapping Old-Growth Temperate Forests by Remote Sensing in Europe","2023","Environmental Modeling and Assessment","28","5","","761","785","19","10.1007/s10666-023-09897-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159672370&doi=10.1007%2Fs10666-023-09897-y&partnerID=40&md5=132ae5fee4b7d7bda7852a984e637c74","Institute for Digital Technologies, Joanneum Research Forschungsgesellschaft mbH, Graz, Styria, Austria; Department of Geography and Regional Science, Universität Graz, Graz, Styria, Austria; Department of Agriculture and Forest Sciences, Università degli Studi della Tuscia Viterbo, Viterbo, VT, Italy; E.C.O. Institute of Ecology, Klagenfurt, Austria; Research Institute for Nature and Forest, Brussels, Brussels, BRU, Belgium; Fachhochschule Kärnten, Spittal an der Drau, Carinthia, Austria","Hirschmugl, Manuela, Institute for Digital Technologies, Joanneum Research Forschungsgesellschaft mbH, Graz, Styria, Austria, Department of Geography and Regional Science, Universität Graz, Graz, Styria, Austria; Sobe, Carina, Institute for Digital Technologies, Joanneum Research Forschungsgesellschaft mbH, Graz, Styria, Austria; Di Filippo, Alfredo, Department of Agriculture and Forest Sciences, Università degli Studi della Tuscia Viterbo, Viterbo, VT, Italy; Berger, Vanessa, E.C.O. Institute of Ecology, Klagenfurt, Austria, Fachhochschule Kärnten, Spittal an der Drau, Carinthia, Austria; Kirchmeir, Hanns, E.C.O. Institute of Ecology, Klagenfurt, Austria; Vandekerkhove, Kris, Research Institute for Nature and Forest, Brussels, Brussels, BRU, Belgium","M. Hirschmugl; Institute for Digital Technologies, JOANNEUM RESEARCH Forschungsgesellschaft mbH, Graz, Steyrergasse 17, 8010, Austria; email: manuela.hirschmugl@joanneum.at","","Springer Science and Business Media Deutschland GmbH","14202026","","","","English","Environ. Model. Assess.","Review","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85159672370"
"Branco, V.V.; Correia, L.; Cardoso, P.","Branco, Vasco Veiga (57208481228); Correia, Luís Miguel Parreira (57211720959); Cardoso, Pedro (36112709400)","57208481228; 57211720959; 36112709400","The use of machine learning in species threats and conservation analysis","2023","Biological Conservation","283","","110091","","","22","10.1016/j.biocon.2023.110091","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85158026030&doi=10.1016%2Fj.biocon.2023.110091&partnerID=40&md5=79579edb75b9b2f21265030c9cffd201","Laboratory for Integrative Biodiversity Research (LIBRe), Luonnontieteellinen Keskusmuseo, Helsinki, Uusimaa, Finland; Department of Computer Science, Faculdade de Ciências da Universidade de Lisboa, Lisbon, Lisboa, Portugal","Branco, Vasco Veiga, Laboratory for Integrative Biodiversity Research (LIBRe), Luonnontieteellinen Keskusmuseo, Helsinki, Uusimaa, Finland, Department of Computer Science, Faculdade de Ciências da Universidade de Lisboa, Lisbon, Lisboa, Portugal; Correia, Luís Miguel Parreira, Department of Computer Science, Faculdade de Ciências da Universidade de Lisboa, Lisbon, Lisboa, Portugal; Cardoso, Pedro, Laboratory for Integrative Biodiversity Research (LIBRe), Luonnontieteellinen Keskusmuseo, Helsinki, Uusimaa, Finland","V.V. Branco; Laboratory for Integrative Biodiversity Research (LIBRe), Finnish Museum of Natural History Luomus, University of Helsinki, Helsinki, Pohjoinen Rautatiekatu 13, 00100, Finland; email: vasco.branco@helsinki.fi","","Elsevier Ltd","00063207","0521397863; 9780521397865","BICOB","","English","Biol. Conserv.","Review","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85158026030"
"Pillodar, F.; Suson, P.; Aguilos, M.; Amparado, R.","Pillodar, Fejaycris (58475222300); Suson, Peter D. (6505471677); Aguilos, Maricar M. (55830798400); Amparado, Ruben F. (37100993800)","58475222300; 6505471677; 55830798400; 37100993800","Mangrove Resource Mapping Using Remote Sensing in the Philippines: A Systematic Review and Meta-Analysis","2023","Forests","14","6","1080","","","9","10.3390/f14061080","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85164122862&doi=10.3390%2Ff14061080&partnerID=40&md5=3bbbcbc61ff270ac50284ef655af43e7","Environmental Science Graduate Program, Mindanao State University – Iligan Institute of Technology, Iligan, Lanao del Norte, Philippines; Department of Forestry and Environmental Resources, NC State University, Raleigh, NC, United States","Pillodar, Fejaycris, Environmental Science Graduate Program, Mindanao State University – Iligan Institute of Technology, Iligan, Lanao del Norte, Philippines; Suson, Peter D., Environmental Science Graduate Program, Mindanao State University – Iligan Institute of Technology, Iligan, Lanao del Norte, Philippines; Aguilos, Maricar M., Department of Forestry and Environmental Resources, NC State University, Raleigh, NC, United States; Amparado, Ruben F., Environmental Science Graduate Program, Mindanao State University – Iligan Institute of Technology, Iligan, Lanao del Norte, Philippines","M. Aguilos; Department of Forestry and Environmental Resources, North Carolina State University, Raleigh, 27695, United States; email: mmaguilo@ncsu.edu","","Multidisciplinary Digital Publishing Institute (MDPI)","","","","","English","Forests","Review","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85164122862"
"Sharma, S.; Sato, K.; Gautam, B.P.","Sharma, Sandhya (57215592049); Sato, Kazuhiko (7406411489); Gautam, Bishnu Prasad (58864920200)","57215592049; 7406411489; 58864920200","A Methodological Literature Review of Acoustic Wildlife Monitoring Using Artificial Intelligence Tools and Techniques","2023","Sustainability (Switzerland)","15","9","7128","","","45","10.3390/su15097128","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85159355231&doi=10.3390%2Fsu15097128&partnerID=40&md5=91343493e94d87cd5b17f536de10e188","Department of Engineering, Muroran Institute of Technology, Muroran, Hokkaido, Japan; Department of Economic Informatics, Kanazawa Gakuin University, Kanazawa, Ishikawa, Japan","Sharma, Sandhya, Department of Engineering, Muroran Institute of Technology, Muroran, Hokkaido, Japan; Sato, Kazuhiko, Department of Engineering, Muroran Institute of Technology, Muroran, Hokkaido, Japan; Gautam, Bishnu Prasad, Department of Economic Informatics, Kanazawa Gakuin University, Kanazawa, Ishikawa, Japan","S. Sharma; The Department of Engineering, Muroran Institute of Technology, Muroran, 050-0071, Japan; email: 22096503@mmm.muroran-it.ac.jp","","MDPI","20711050","","","","English","Sustainability","Review","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85159355231"
"Mulugeta, A.K.; Sharma, D.P.; Mesfin, A.H.","Mulugeta, Adibaru Kiflie (58820927100); Sharma, Durga Prasad (56134754400); Mesfin, Abebe Haile (58819935700)","58820927100; 56134754400; 58819935700","Deep learning for medicinal plant species classification and recognition: a systematic review","2023","Frontiers in Plant Science","14","","1286088","","","57","10.3389/fpls.2023.1286088","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85182631940&doi=10.3389%2Ffpls.2023.1286088&partnerID=40&md5=bc63be3e3a55a7bb33808c2efecc784b","Department of Computer Science and Engineering, Adama Science and Technology University, Adama, Oromia, Ethiopia; RTU, Kota, RJ, India","Mulugeta, Adibaru Kiflie, Department of Computer Science and Engineering, Adama Science and Technology University, Adama, Oromia, Ethiopia; Sharma, Durga Prasad, RTU, Kota, RJ, India; Mesfin, Abebe Haile, Department of Computer Science and Engineering, Adama Science and Technology University, Adama, Oromia, Ethiopia","A.K. Mulugeta; Department of Computer Science and Engineering, School of Electrical Engineering and Computing, Adama Science and Technology University, Adama, Ethiopia; email: muler.kmu@gmail.com","","Frontiers Media SA","","","","","English","Front. Plant Sci.","Review","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85182631940"
"Lazcano-Hernandez, H.E.; Arellano-Verdejo, J.; Rodríguez-Martínez, R.E.","Lazcano-Hernandez, Hugo Enrique (57211515637); Arellano-Verdejo, Javier (55822165700); Rodríguez-Martínez, Rosa E. (6602848699)","57211515637; 55822165700; 6602848699","Algorithms applied for monitoring pelagic Sargassum","2023","Frontiers in Marine Science","10","","1216426","","","13","10.3389/fmars.2023.1216426","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85168322939&doi=10.3389%2Ffmars.2023.1216426&partnerID=40&md5=545ac58b48812cbc9799b81a2cf88a13","Department of Observation and Study of the Land, El Colegio de la Frontera Sur, Chetumal, ROO, Mexico; Department of Observation and Study of the Land, El Colegio de la Frontera Sur, Chetumal, ROO, Mexico; Universidad Nacional Autónoma de México, Mexico, Mexico","Lazcano-Hernandez, Hugo Enrique, Department of Observation and Study of the Land, El Colegio de la Frontera Sur, Chetumal, ROO, Mexico; Arellano-Verdejo, Javier, Department of Observation and Study of the Land, El Colegio de la Frontera Sur, Chetumal, ROO, Mexico; Rodríguez-Martínez, Rosa E., Universidad Nacional Autónoma de México, Mexico, Mexico","H.E. Lazcano-Hernandez; Department of Observation and Study of the Land, the Atmosphere and the Ocean, Consejo Nacional de Humanidades Ciencias y Tecnologías-El Colegio de la Frontera Sur (CONAHCYT-ECOSUR), Chetumal, Quintana Roo, Mexico; email: hlazcanoh@ecosur.mx; J. Arellano-Verdejo; Department of Observation and Study of the Land, the Atmosphere and the Ocean, El Colegio de la Frontera Sur, Chetumal, Quintana Roo, Mexico; email: javier.arellano@ecosur.mx","","Frontiers Media SA","","","","","English","Front. Mar. Sci.","Review","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85168322939"
"Ho, L.; Goethals, P.","Ho, Long (57194654464); Goethals, Peter L.M. (8453517900)","57194654464; 8453517900","Machine learning applications in river research: Trends, opportunities and challenges","2022","Methods in Ecology and Evolution","13","11","","2603","2621","42","10.1111/2041-210X.13992","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139971430&doi=10.1111%2F2041-210X.13992&partnerID=40&md5=40cad7c2dc2a3dfcb02f6a179106db7b","Department of Animal Sciences and Aquatic Ecology, Universiteit Gent, Ghent, VOV, Belgium","Ho, Long, Department of Animal Sciences and Aquatic Ecology, Universiteit Gent, Ghent, VOV, Belgium; Goethals, Peter L.M., Department of Animal Sciences and Aquatic Ecology, Universiteit Gent, Ghent, VOV, Belgium","L. Ho; Department of Animal Sciences and Aquatic Ecology, Ghent University, Ghent, Belgium; email: long.tuanho@ugent.be","","British Ecological Society","","","","","English","Methods Ecol. Evol.","Article","Final","All Open Access; Green Accepted Open Access; Green Final Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85139971430"
"Kerry, R.G.; Montalbo, F.J.P.; Das, R.; Patra, S.; Mahapatra, G.P.; Maurya, G.K.; Nayak, V.; Jena, A.B.; Ukhurebor, K.E.; Jena, R.C.; Gouda, S.; Majhi, S.; Rout, J.R.","Kerry, Rout George (57191036754); Montalbo, Francis Jesmar P. (57212309186); Das, Rajeswari (57352809100); Patra, Sushmita (57200650695); Mahapatra, Gyana Prakash (57200660102); Maurya, Ganesh Kumar (57191108529); Nayak, Vinayak (57221679148); Jena, Atala Bihari (57219928412); Ukhurebor, Kingsley Eghonghon (57201120443); Jena, Ram Chandra (6603678767); Gouda, Sushanto (55250233000); Majhi, Sanatan (57208190687); Rout, Jyoti Ranjan (6603672570)","57191036754; 57212309186; 57352809100; 57200650695; 57200660102; 57191108529; 57221679148; 57219928412; 57201120443; 6603678767; 55250233000; 57208190687; 6603672570","An overview of remote monitoring methods in biodiversity conservation","2022","Environmental Science and Pollution Research","29","53","","80179","80221","47","10.1007/s11356-022-23242-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139508452&doi=10.1007%2Fs11356-022-23242-y&partnerID=40&md5=4c5838060f576e570fec0597f7a8b091","Department of Biotechnology, Utkal University, Bhubaneswar, OR, India; College of Informatics and Computing Sciences, Batangas State University, Batangas City, Batangas, Philippines; Department of Soil Science and Agricultural Chemistry, GIET University, Gunupur, Gunupur, OR, India; Indian Council of Agricultural Research, New Delhi, India; Department of Anatomy and Cell Biology, Université McGill, Montreal, QC, Canada; Zoology Section, Banaras Hindu University, Varanasi, UP, India; Department of Neurosurgery, Harvard Medical School, Boston, MA, United States; Department of Physics, Edo State University Uzairue, Auchi, Edo, Nigeria; Department of Pharmaceutical Sciences, Utkal University, Bhubaneswar, OR, India; Department of Zoology, Mizoram University, Aizawl, MZ, India; School of Biological Sciences, AIPH University, Bhubaneswar, OR, India","Kerry, Rout George, Department of Biotechnology, Utkal University, Bhubaneswar, OR, India; Montalbo, Francis Jesmar P., College of Informatics and Computing Sciences, Batangas State University, Batangas City, Batangas, Philippines; Das, Rajeswari, Department of Soil Science and Agricultural Chemistry, GIET University, Gunupur, Gunupur, OR, India; Patra, Sushmita, Indian Council of Agricultural Research, New Delhi, India; Mahapatra, Gyana Prakash, Department of Anatomy and Cell Biology, Université McGill, Montreal, QC, Canada; Maurya, Ganesh Kumar, Zoology Section, Banaras Hindu University, Varanasi, UP, India; Nayak, Vinayak, Indian Council of Agricultural Research, New Delhi, India; Jena, Atala Bihari, Department of Neurosurgery, Harvard Medical School, Boston, MA, United States; Ukhurebor, Kingsley Eghonghon, Department of Physics, Edo State University Uzairue, Auchi, Edo, Nigeria; Jena, Ram Chandra, Department of Pharmaceutical Sciences, Utkal University, Bhubaneswar, OR, India; Gouda, Sushanto, Department of Zoology, Mizoram University, Aizawl, MZ, India; Majhi, Sanatan, Department of Biotechnology, Utkal University, Bhubaneswar, OR, India; Rout, Jyoti Ranjan, School of Biological Sciences, AIPH University, Bhubaneswar, OR, India","S. Majhi; Department of Biotechnology, Utkal University, Vani Vihar, Bhubaneswar, Odisha, 751004, India; email: sanatanm@gmail.com; J.R. Rout; School of Biological Sciences, AIPH University, Bhubaneswar, Odisha, 752101, India; email: routjr@aiph.ac.in","","Springer Science and Business Media Deutschland GmbH","09441344","","ESPLE","36197618","English","Environ. Sci. Pollut. Res.","Review","Final","All Open Access; Green Accepted Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85139508452"
"Cruz, L.D.; López, D.M.; Vargas Canas, R.; Figueroa, A.; Corrales, J.C.","Cruz, Lilian Dayana (57947777100); López, D. M. (22941628100); Vargas Canas, Rubiel (35753897400); Figueroa, Apolinar (56419849400); Corrales, Juan Carlos (15135119500)","57947777100; 22941628100; 35753897400; 56419849400; 15135119500","Computer-Assisted Bioidentification Using Freshwater Macroinvertebrates: A Scoping Review","2022","Water (Switzerland)","14","20","3249","","","5","10.3390/w14203249","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140928915&doi=10.3390%2Fw14203249&partnerID=40&md5=7a8946b80763ed1d8ef4d712fab6e201","Telematics Engineering Research Group, Universidad del Cauca, Popayan, Cauca, Colombia; Natural and Educational Sciences, Universidad del Cauca, Popayan, Cauca, Colombia; Environmental Studies Group, Universidad del Cauca, Popayan, Cauca, Colombia","Cruz, Lilian Dayana, Telematics Engineering Research Group, Universidad del Cauca, Popayan, Cauca, Colombia; López, D. M., Telematics Engineering Research Group, Universidad del Cauca, Popayan, Cauca, Colombia; Vargas Canas, Rubiel, Natural and Educational Sciences, Universidad del Cauca, Popayan, Cauca, Colombia; Figueroa, Apolinar, Environmental Studies Group, Universidad del Cauca, Popayan, Cauca, Colombia; Corrales, Juan Carlos, Telematics Engineering Research Group, Universidad del Cauca, Popayan, Cauca, Colombia","L.D. Cruz; Telematics Engineering Group, Faculty of Electronics Engineering and Telecommunications, Universidad del Cauca, Popayán, 190003, Colombia; email: liliancruz@unicauca.edu.co","","MDPI","","","","","English","Water","Review","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85140928915"
"Borowiec, M.L.; Dikow, R.B.; Frandsen, P.B.; McKeeken, A.; Valentini, G.; White, A.E.","Borowiec, Marek L. (36869111900); Dikow, Rebecca B. (36715988800); Frandsen, Paul B. (56410639400); McKeeken, Alexander J. (57220594198); Valentini, Gabriele (41462100400); White, Alexander E. (57189098563)","36869111900; 36715988800; 56410639400; 57220594198; 41462100400; 57189098563","Deep learning as a tool for ecology and evolution","2022","Methods in Ecology and Evolution","13","8","","1640","1660","188","10.1111/2041-210X.13901","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85131727996&doi=10.1111%2F2041-210X.13901&partnerID=40&md5=13f571818fce63fc0d6ea6f04aa087d1","University of Idaho, Moscow, ID, United States; University of Idaho, Moscow, ID, United States; Data Science Lab, Smithsonian Institution, Washington, D.C., United States; Department of Plant and Wildlife Sciences, Brigham Young University, Provo, UT, United States; School of Life Sciences, Tempe, AZ, United States; Department of Botany, Smithsonian National Museum of Natural History, Washington, D.C., DC, United States","Borowiec, Marek L., University of Idaho, Moscow, ID, United States, University of Idaho, Moscow, ID, United States; Dikow, Rebecca B., Data Science Lab, Smithsonian Institution, Washington, D.C., United States; Frandsen, Paul B., Data Science Lab, Smithsonian Institution, Washington, D.C., United States, Department of Plant and Wildlife Sciences, Brigham Young University, Provo, UT, United States; McKeeken, Alexander J., University of Idaho, Moscow, ID, United States; Valentini, Gabriele, School of Life Sciences, Tempe, AZ, United States; White, Alexander E., Data Science Lab, Smithsonian Institution, Washington, D.C., United States, Department of Botany, Smithsonian National Museum of Natural History, Washington, D.C., DC, United States","M.L. Borowiec; Entomology, Plant Pathology and Nematology, University of Idaho, Moscow, United States; email: mborowiec@uidaho.edu","","British Ecological Society","","","","","English","Methods Ecol. Evol.","Review","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-85131727996"
"Hussein, B.R.; Malik, O.A.; Ong, W.-H.; Slik, J.W.F.","Hussein, Burhan Rashid (57204496614); Malik, Owais Ahmed (57301482300); Ong, Wee Hong (34881823200); Slik, Ferry W.Ferry (6603660769)","57204496614; 57301482300; 34881823200; 6603660769","Applications of computer vision and machine learning techniques for digitized herbarium specimens: A systematic literature review","2022","Ecological Informatics","69","","101641","","","35","10.1016/j.ecoinf.2022.101641","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127946494&doi=10.1016%2Fj.ecoinf.2022.101641&partnerID=40&md5=ed329e48838c122b61c7e79f86c650d9","School of Digital Science, Universiti Brunei Darussalam, Bandar Seri Begawan, Brunei Darussalam; Institute of Applied Data Analytics, Universiti Brunei Darussalam, Bandar Seri Begawan, Brunei Darussalam; Department of Life Science, Universiti Brunei Darussalam, Bandar Seri Begawan, Brunei Darussalam","Hussein, Burhan Rashid, School of Digital Science, Universiti Brunei Darussalam, Bandar Seri Begawan, Brunei Darussalam; Malik, Owais Ahmed, School of Digital Science, Universiti Brunei Darussalam, Bandar Seri Begawan, Brunei Darussalam, Institute of Applied Data Analytics, Universiti Brunei Darussalam, Bandar Seri Begawan, Brunei Darussalam; Ong, Wee Hong, School of Digital Science, Universiti Brunei Darussalam, Bandar Seri Begawan, Brunei Darussalam, Institute of Applied Data Analytics, Universiti Brunei Darussalam, Bandar Seri Begawan, Brunei Darussalam; Slik, Ferry W.Ferry, Department of Life Science, Universiti Brunei Darussalam, Bandar Seri Begawan, Brunei Darussalam","O.A. Malik; School of Digital Science, Universiti Brunei Darussalam, Brunei Darussalam; email: owais.malik@ubd.edu.bn","","Elsevier B.V.","15749541","","","","English","Ecol. Informatics","Review","Final","","Scopus","2-s2.0-85127946494"
"Shivaprakash, K.N.; Swami, N.; Mysorekar, S.; Arora, R.; Gangadharan, A.; Vohra, K.; Jadeyegowda, M.; Kiesécker, J.M.","Shivaprakash, Kadukothanahally Nagaraju (55637568000); Swami, Niraj (56900973100); Mysorekar, Sagar R. (55555801100); Arora, Roshni (36988392700); Gangadharan, Aditya (57163185600); Vohra, Karishma (57747365900); Jadeyegowda, Madegowda (57746719600); Kiesécker, Joseph M. (7003392079)","55637568000; 56900973100; 55555801100; 36988392700; 57163185600; 57747365900; 57746719600; 7003392079","Potential for Artificial Intelligence (AI) and Machine Learning (ML) Applications in Biodiversity Conservation, Managing Forests, and Related Services in India","2022","Sustainability (Switzerland)","14","12","7154","","","145","10.3390/su14127154","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85132148138&doi=10.3390%2Fsu14127154&partnerID=40&md5=98326bd32e262679fb2c88995f78ba85","Nature Conservancy, Arlington, VA, United States; Nature Conservancy, Arlington, VA, United States; College of Forestry, University of Agricultural and Horticultural Sciences, Shivamogga, KA, India; Global Lands Program, Nature Conservancy, Arlington, VA, United States","Shivaprakash, Kadukothanahally Nagaraju, Nature Conservancy, Arlington, VA, United States; Swami, Niraj, Nature Conservancy, Arlington, VA, United States; Mysorekar, Sagar R., Nature Conservancy, Arlington, VA, United States; Arora, Roshni, Nature Conservancy, Arlington, VA, United States; Gangadharan, Aditya, Nature Conservancy, Arlington, VA, United States; Vohra, Karishma, Nature Conservancy, Arlington, VA, United States; Jadeyegowda, Madegowda, College of Forestry, University of Agricultural and Horticultural Sciences, Shivamogga, KA, India; Kiesécker, Joseph M., Global Lands Program, Nature Conservancy, Arlington, VA, United States","K.N. Shivaprakash; The Nature Conservancy Center, New Delhi, 37 Link Road, Lajpatnagar-3, 110024, India; email: shivaprakash.kn@tnc.org","","MDPI","20711050","","","","English","Sustainability","Review","Final","All Open Access; Gold Open Access; Green Accepted Open Access; Green Open Access","Scopus","2-s2.0-85132148138"
"Stupariu, M.-S.; Cushman, S.A.; Pleşoianu, A.-I.; Pàtru-Stupariu, I.; Fürst, C.","Stupariu, Mihai Sorin (6504741515); Cushman, Samuel Alan (7006293279); Pleşoianu, Alin Ionut (57216752880); Pàtru-Stupariu, Ileana Georgeta (43261733900); Fürst, Christine (55971391700)","6504741515; 7006293279; 57216752880; 43261733900; 55971391700","Machine learning in landscape ecological analysis: a review of recent approaches","2022","Landscape Ecology","37","5","","1227","1250","90","10.1007/s10980-021-01366-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85120385003&doi=10.1007%2Fs10980-021-01366-9&partnerID=40&md5=8a3d3ef63f39ced52a305fc248f69a43","Faculty of Mathematics and Computer Science, Universitatea din Bucuresti, Bucharest, Bucharest, Romania; Transdisciplinary Research Centre Landscape-Territory-Information Systems, Universitatea din Bucuresti, Bucharest, Bucharest, Romania; USDA ARS Rocky Mountain Research Station - Flagstaff Lab, Flagstaff, AZ, United States; Department of Regional Geography and Environment, Universitatea din Bucuresti, Bucharest, Bucharest, Romania; Department of Sustainable Landscape Development, Martin-Luther-Universität Halle-Wittenberg, Halle, Sachsen-Anhalt, Germany","Stupariu, Mihai Sorin, Faculty of Mathematics and Computer Science, Universitatea din Bucuresti, Bucharest, Bucharest, Romania, Transdisciplinary Research Centre Landscape-Territory-Information Systems, Universitatea din Bucuresti, Bucharest, Bucharest, Romania; Cushman, Samuel Alan, USDA ARS Rocky Mountain Research Station - Flagstaff Lab, Flagstaff, AZ, United States; Pleşoianu, Alin Ionut, Transdisciplinary Research Centre Landscape-Territory-Information Systems, Universitatea din Bucuresti, Bucharest, Bucharest, Romania; Pàtru-Stupariu, Ileana Georgeta, Transdisciplinary Research Centre Landscape-Territory-Information Systems, Universitatea din Bucuresti, Bucharest, Bucharest, Romania, Department of Regional Geography and Environment, Universitatea din Bucuresti, Bucharest, Bucharest, Romania; Fürst, Christine, Department of Sustainable Landscape Development, Martin-Luther-Universität Halle-Wittenberg, Halle, Sachsen-Anhalt, Germany","M.-S. Stupariu; Faculty of Mathematics and Computer Science, University of Bucharest, Bucharest, Academiei, 14, 010014, Romania; email: stupariu@fmi.unibuc.ro","","Springer Science and Business Media B.V.","09212973","","LAECE","","English","Landsc. Ecol.","Review","Final","","Scopus","2-s2.0-85120385003"
